New URI	title syriaca-headword.en	title syriaca-headword.Edition 1.syr	title syriaca-headword.syr	title.Edition 1.syr	title syriaca-headword.grc	title.grc	title.la	author ref.Source 1	author role.Source 1	editor ref.Source 1	editor role.Source 1	note incipit.Edition 1.syr	note incipit.Version 1.grc	note incipit.Translation 1.en	note excerpt.Edition 1.syr	note excerpt.Version 1.grc	note excerpt.Translation 1.en	note explicit.Edition 1.syr	note explicit.Version 1.grc	note explicit.Translation 1.en	title final-rubric.Edition 1.syr	Edition 1	citedRange entry.Edition 1	bibl-note.Edition 1	witnesses.Edition 1	Translation 1	citedRange entry.Translation 1	lang.Translation 1	Edition 2	Edition 3	cItedRange entry.EdItIon 2	bibl-note.Edition 2	Translation 2	cItedRange entry.TranslatIon 2	lang.Translation 2	Translation 3	citedRange pp. Translation 3	lang.Translation 3	Version 1	citedRange pp.Version 1	lang.Version 1	Version 2	citedRange pp.Version 2	lang.Version 2	Version 3	citedRange pp.Version 3	lang.Version 3	Source 1	citedRange pp.Source 1	date.Source 1.en	date when.Source 1	date notBefore.Source 1	date notAfter.Source 1	title.Source 2.syr	Source 2	citedRange pp.Source 2	bibl ana	extent.en	note abstract.en		relation dcterms---isPartOf	relation dcterms---isPartOf						relation dcterms---isPartOf					relation skos---broadMatch	relation possibly-identical	idno URI	idno URI	ReferenceWork 1	citedRange vol.ReferenceWork 1	citedRange pp.ReferenceWork 1	citedRange entry.ReferenceWork 1	note note.en
3036	To Cosmas, Polyeuctus, and Zeno the Presbyters							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.12		http://syriaca.org/bibl/668	I.12	en													http://syriaca.org/bibl/668	52	514-518		0514	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, III.35.4, and in the Sixth Book of the Select Letters as I.12.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[3.354]		3.354	3	III	354	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.12]	1.12	1	I	12									
3037	To John, the Count from Antaradus							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		IV.6		http://syriaca.org/bibl/669	IV.6	en													http://syriaca.org/bibl/669	263	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, III.390, and in the Sixth Book of the Select Letters as IV.6.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[3.390]		3.390	3	III	390	http://syriaca.org/work/10543	http://syriaca.org/work/10543[4.6]	4.6	4	IV	6									
3038	To Entrechius, Bishop of Anazarba							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.13		http://syriaca.org/bibl/668	I.13	en													http://syriaca.org/bibl/668	53	513-518		0513	0518						A letter of Severus of Antioch appearing as letter I.13 in The Sixth Book of the Select Letters. There it indicates that this letter comes from two letters in the large no-longer-extant collection, The Letters of Severus, as III.397 and 398.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[3.397]	http://syriaca.org/work/10541[3.398]	3.397, 398	3	III	397, 398	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.13]	1.13	1	I	13									
3039	To the Fathers							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.42		http://syriaca.org/bibl/668	I.42	en													http://syriaca.org/bibl/668	119	513-517		0513	0517						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IV.74, and in the Sixth Book of the Select Letters as I.42.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[4.64]		4.64	4	IV	64	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.42]	1.42	1	I	42									
3040	To Antoninus, Bishop of Berrhoea							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.14		http://syriaca.org/bibl/668	I.14	en													http://syriaca.org/bibl/668	57	514-518		0514	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IV.65, and in the Sixth Book of the Select Letters as I.14.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[4.65]		4.65	4	IV	65	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.14]	1.14	1	I	14									
3041	To Antoninus, Bishop of Berrhoea							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.15		http://syriaca.org/bibl/668	I.15	en													http://syriaca.org/bibl/668	60	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IV.72.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[4.72]		4.72	4	IV	72	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.15]	1.15	1	I	15									
3042	To Misael the Chamberlain							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		XI.1		http://syriaca.org/bibl/669	XI.1	en													http://syriaca.org/bibl/669	459	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IV.100, and in the Sixth Book of the Select Letters as XI.1.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[4.100]		4.100	4	IV	100	http://syriaca.org/work/10543	http://syriaca.org/work/10543[11.1]	11.1	11	XI	1									
3043	To Antoninus, Bishop of Berrhoea							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.16		http://syriaca.org/bibl/668	I.16	en													http://syriaca.org/bibl/668	61	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IV.101, and in the Sixth Book of the Select Letters as I.16.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[4.101]		4.101	4	IV	101	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.16]	1.16	1	I	16									
3044	To Misael the Chamberlain							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.17		http://syriaca.org/bibl/668	I.17	en													http://syriaca.org/bibl/668	63	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IV.103.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[4.103]		4.103	4	IV	103	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.17]	1.17	1	I	17									
3045	To Entrechius, Bishop of Anazarba							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.18		http://syriaca.org/bibl/668	I.18	en													http://syriaca.org/bibl/668	66	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IV.123, and in the Sixth Book of the Select Letters as I.18.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[4.123]		4.123	4	IV	123	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.18]	1.18	1	I	18									
3046	To Solon, Bishop of Seleucia in Isauria							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.19		http://syriaca.org/bibl/668	I.19	en													http://syriaca.org/bibl/668	67	514-517		0514	0517						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IV.149, and in the Sixth Book of the Select Letters as I.19.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[4.149]		4.149	4	IV	149	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.19]	1.19	1	I	19									
3047	To Victor, Bishop of Philadelphia							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		VII.5		http://syriaca.org/bibl/669	VII.5	en													http://syriaca.org/bibl/669	378	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IV.156, and in the Sixth Book of the Select Letters as VII.5.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[4.156]		4.156	4	IV	156	http://syriaca.org/work/10543	http://syriaca.org/work/10543[7.5]	7.5	7	VII	5									
3048	In the Name of a Synod to the Suffragans of Apamea							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.20		http://syriaca.org/bibl/668	I.20	en													http://syriaca.org/bibl/668	70	514-518		0514	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IV.187, and in the Sixth Book of the Select Letters as I.20.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[4.187]		4.187	4	IV	187	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.20]	1.20	1	I	20									
3049	To the Master of the Offices							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.21		http://syriaca.org/bibl/668	I.21	en													http://syriaca.org/bibl/668	73	514-518		0514	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IV.198, and in the Sixth Book of the Select Letters as I.21.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[4.189]		4.189	4	IV	189	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.21]	1.21	1	I	21									
3050	To the Fathers							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.22		http://syriaca.org/bibl/668	I.22	en													http://syriaca.org/bibl/668	75	516-517		0516	0517						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IV.231, and in the Sixth Book of the Select Letters as I.22.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[4.231]		4.231	4	IV	231	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.22]	1.22	1	I	22									
3051	To the Monastery at Tagais							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		V.3		http://syriaca.org/bibl/669	V.3	en													http://syriaca.org/bibl/669	283	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IV.248, and in the Sixth Book of the Select Letters as V.3.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[4.248]		4.248	4	IV	248	http://syriaca.org/work/10543	http://syriaca.org/work/10543[5.3]	5.3	5	V	3									
3052	To Solon, Bishop of Seleucia in Isauria							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.23		http://syriaca.org/bibl/668	I.23	en													http://syriaca.org/bibl/668	81	516-517		0516	0517						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IV.270, and in the Sixth Book of the Select Letters as I.23.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[4.270]		4.270	4	IV	270	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.23]	1.23	1	I	23									
3053	To Theotecnus the Archiatros							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.24		http://syriaca.org/bibl/668	I.24	en													http://syriaca.org/bibl/668	83	514-518		0514	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IV.293, and in the Sixth Book of the Select Letters as I.24.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[4.293]		4.293	4	IV	293	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.24]	1.24	1	I	24									
3054	To Dionysius, Bishop of Tarsus							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.25		http://syriaca.org/bibl/668	I.25	en													http://syriaca.org/bibl/668	85	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IV.331, and in the Sixth Book of the Select Letters as I.25.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[4.331]		4.331	4	IV	331	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.25]	1.25	1	I	25									
3055	To Solon, Bishop of Seleucia in Isauria							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.26		http://syriaca.org/bibl/668	I.26	en													http://syriaca.org/bibl/668	86	515-517		0515	0517						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IV.338, and in the Sixth Book of the Select Letters as I.26.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[4.338]		4.338	4	IV	338	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.26]	1.26	1	I	26									
3056	To Philoxenus, Bishop of Doliche							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.28		http://syriaca.org/bibl/668	I.28	en													http://syriaca.org/bibl/668	89	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, V.66, and in the Sixth Book of the Select Letters as I.28.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[5.66]		5.66	5	V	66	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.28]	1.28	1	I	28									
3057	to Musonius and Alexander, vindices of Anazarba							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.27		http://syriaca.org/bibl/668	I.27	en													http://syriaca.org/bibl/668	87	513-516		0513	0516						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, V.74, and in the Sixth Book of the Select Letters as I.27.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[5.74]		5.74	5	V	74	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.27]	1.27	1	I	27									
3058	To the Monks of the Monastery of Isaac							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.29		http://syriaca.org/bibl/668	I.29	en													http://syriaca.org/bibl/668	90	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, V.97, and in the Sixth Book of the Select Letters as I.29.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[5.97]		5.97	5	V	97	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.29]	1.29	1	I	29									
3059	To the Clergy of Apamea							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.30		http://syriaca.org/bibl/668	I.30	en													http://syriaca.org/bibl/668	92	513-517		0513	0517						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, V.135, and in the Sixth Book of the Select Letters as I.30.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[5.135]		5.135	5	V	135	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.30]	1.30	1	I	30									
3060	To the Bishops of Phoenice							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.31		http://syriaca.org/bibl/668	I.31	en													http://syriaca.org/bibl/668	96	513-518		0513	0518						A letter of Severus of Antioch appearing as letter I.31 in The Sixth Book of the Select Letters. There it indicates that this letter comes from two letters in the large no-longer-extant collection, The Letters of Severus, as V.236 and 237.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[5.236]	http://syriaca.org/work/10541[5.237]	5.236, 237	5	V	236, 237	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.31]	1.31	1	I	31									
3061	To the Fathers							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		IX.1		http://syriaca.org/bibl/669	IX.1	en													http://syriaca.org/bibl/669	417	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, VI.1, and in the Sixth Book of the Select Letters as IX.1.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[6.1]		6.1	6	VI	1	http://syriaca.org/work/10543	http://syriaca.org/work/10543[9.1]	9.1	9	IX	1									
3062	To John, Bishop of Alexandria Minor							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.32		http://syriaca.org/bibl/668	I.32	en													http://syriaca.org/bibl/668	98	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, VI.154, and in the Sixth Book of the Select Letters as I.32.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[6.154]		6.154	6	VI	154	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.32]	1.32	1	I	32									
3063	To Theotecnus, Presbyter and Archiatros							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		V.4		http://syriaca.org/bibl/669	V.4	en													http://syriaca.org/bibl/669	286	515-518		0515	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, VI.161, and in the Sixth Book of the Select Letters as V.4.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[6.161]		6.161	6	VI	161	http://syriaca.org/work/10543	http://syriaca.org/work/10543[5.4]	5.4	5	V	4									
3064	To Dionysius, Bishop of Tarsus							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		V.5		http://syriaca.org/bibl/669	V.5	en													http://syriaca.org/bibl/669	290	515-518		0515	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, VI.178, and in the Sixth Book of the Select Letters as V.5.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[6.178]		6.178	6	VI	178	http://syriaca.org/work/10543	http://syriaca.org/work/10543[5.5]	5.5	5	V	5									
3065	To Dionysius, Bishop of Tarsus							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.33		http://syriaca.org/bibl/668	I.33	en													http://syriaca.org/bibl/668	100	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, VI.186, and in the Sixth Book of the Select Letters as I.33.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[6.186]		6.186	6	VI	186	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.33]	1.33	1	I	33									
3066	To Bishop Solon							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.41		http://syriaca.org/bibl/668	I.41	en													http://syriaca.org/bibl/668	116	513-518		0513	0518						A letter of Severus of Antioch appearing as letter I.41 in The Sixth Book of the Select Letters. There it indicates that this letter comes from two letters in the large no-longer-extant collection, The Letters of Severus, as VII.42 and 51.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[7.42]	http://syriaca.org/work/10541[7.51]	7.42, 51	7	VII	42, 51	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.41]	1.41	1	I	41									
3067	To Stephen, Bishop of Apamea							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		VII.6		http://syriaca.org/bibl/669	VII.6	en													http://syriaca.org/bibl/669	380	513-517		0513	0517						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, VII.106, and in the Sixth Book of the Select Letters as VII.6.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[7.106]		7.106	7	VII	106	http://syriaca.org/work/10543	http://syriaca.org/work/10543[7.6]	7.6	7	VII	6									
3068	To the Suffragans of Apamea							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.34		http://syriaca.org/bibl/668	I.34	en													http://syriaca.org/bibl/668	101	514-518		0514	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, VII.127, and in the Sixth Book of the Select Letters as I.34.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[7.127]		7.127	7	VII	127	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.34]	1.34	1	I	34									
3069	To Eustace the Presbyter							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.35		http://syriaca.org/bibl/668	I.35	en													http://syriaca.org/bibl/668	102	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, VII.140, and in the Sixth Book of the Select Letters as I.35.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[7.140]		7.140	7	VII	140	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.35]	1.35	1	I	35									
3070	To Eusebius, the deacon of Apamea							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.36		http://syriaca.org/bibl/668	I.36	en													http://syriaca.org/bibl/668	103	513-517		0513	0517						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, VII.218, and in the Sixth Book of the Select Letters as I.36.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[7.218]		7.218	7	VII	218	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.36]	1.36	1	I	36									
3071	To Simeon, Bishop of Chalcis							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.37		http://syriaca.org/bibl/668	I.37	en													http://syriaca.org/bibl/668	104	513-517		0513	0517						A letter of Severus of Antioch appearing as letter I.37 in The Sixth Book of the Select Letters. There it indicates that this letter comes from two letters in the large no-longer-extant collection, The Letters of Severus, as VII.238 and 240.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[7.238]	http://syriaca.org/work/10541[7.240]	7.238, 240	7	VII	238, 240	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.37]	1.37	1	I	37									
3072	To Simeon, Bishop of Chalcis							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.38		http://syriaca.org/bibl/668	I.38	en													http://syriaca.org/bibl/668	106	513-517		0513	0517						A letter of Severus of Antioch appearing as letter I.38 in The Sixth Book of the Select Letters. There it indicates that this letter comes from two letters in the large no-longer-extant collection, The Letters of Severus, as VII.267 and 269.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[7.267]	http://syriaca.org/work/10541[7.269]	7.267, 269	7	VII	267, 269	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.38]	1.38	1	I	38									
3073	To the Clergy of Apamea							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.39		http://syriaca.org/bibl/668	I.39	en													http://syriaca.org/bibl/668	110	513-517		0513	0517						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, VII.289, and in the Sixth Book of the Select Letters as I.39.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[7.289]		7.289	7	VII	289	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.39]	1.39	1	I	39									
3074	To the Monks of the Monastery of Bassus							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		X.6		http://syriaca.org/bibl/669	X.6	en													http://syriaca.org/bibl/669	447	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, VII.354, and in the Sixth Book of the Select Letters as X.6.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[7.354]		7.354	7	VII	354	http://syriaca.org/work/10543	http://syriaca.org/work/10543[10.6]	10.6	10	X	6									
3075	To Cassian, Bishop of Bostra							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		VIII.2		http://syriaca.org/bibl/669	VIII.2	en													http://syriaca.org/bibl/669	394	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, VII.372, and in the Sixth Book of the Select Letters as VIII.2.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[7.372]		7.372	7	VII	372	http://syriaca.org/work/10543	http://syriaca.org/work/10543[8.2]	8.2	8	VIII	2									
3076	To Aurelius the Scholastic							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		VIII.3		http://syriaca.org/bibl/669	VIII.3	en													http://syriaca.org/bibl/669	395	513-518		0513	0518						A letter of Severus of Antioch appearing as letter VIII.3 in The Sixth Book of the Select Letters. There it indicates that this letter comes from two letters in the large no-longer-extant collection, The Letters of Severus, as VII.376 and 378.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[7.376]	http://syriaca.org/work/10541[7.378]	7.376, 378	7	VII	376, 378	http://syriaca.org/work/10543	http://syriaca.org/work/10543[8.3]	8.3	8	VIII	3									
3077	To Stephen the Reader							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		VIII.1		http://syriaca.org/bibl/669	VIII.1	en													http://syriaca.org/bibl/669	391	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, VII.392, and in the Sixth Book of the Select Letters as VIII.1.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[7.392]		7.392	7	VII	392	http://syriaca.org/work/10543	http://syriaca.org/work/10543[8.1]	8.1	8	VIII	1									
3078	To Anastasius the Count, Son of Sergius							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		III.1		http://syriaca.org/bibl/669	III.1	en													http://syriaca.org/bibl/669	231	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, VII.406, and in the Sixth Book of the Select Letters as III.1.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[7.406]		7.406	7	VII	406	http://syriaca.org/work/10543	http://syriaca.org/work/10543[3.1]	3.1	3	III	1									
3079	To Hypatius, Master of the Soldiers							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.40		http://syriaca.org/bibl/668	I.40	en													http://syriaca.org/bibl/668	113	515-518		0515	0518						A letter of Severus of Antioch appearing as letter I.40 in The Sixth Book of the Select Letters. There it indicates that this letter comes from two letters in the large no-longer-extant collection, The Letters of Severus, as VII.458 and 465.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[7.458]	http://syriaca.org/work/10541[7.465]	7.458, 465	7	VII	458, 465	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.40]	1.40	1	I	40									
3080	To the Monks of the Monastery of Mar Isaac							http://syriaca.org/person/51														http://syriaca.org/bibl/671	84			http://syriaca.org/bibl/671	84	en																				http://syriaca.org/bibl/671	138	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, VIII.20.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[8.20]		8.20	8	VIII	20															
3081	To the Archimandrite of the Monastery of Simeon							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.43		http://syriaca.org/bibl/668	I.43	en													http://syriaca.org/bibl/668	120	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, VIII.134, and in the Sixth Book of the Select Letters as I.43.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[8.134]		8.134	8	VIII	134	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.43]	1.43	1	I	43									
3082	To the Wife of Calliopius the Patrician							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		VII.7		http://syriaca.org/bibl/669	VII.7	en													http://syriaca.org/bibl/669	382	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, VIII.157, and in the Sixth Book of the Select Letters as VII.7.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[8.157]		8.157	8	VIII	157	http://syriaca.org/work/10543	http://syriaca.org/work/10543[7.7]	7.7	7	VII	7									
3083	To Eutychian, Governor of Apamea							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.44		http://syriaca.org/bibl/668	I.44	en													http://syriaca.org/bibl/668	123	514-518		0514	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, VIII.190, and in the Sixth Book of the Select Letters as I.44.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[8.190]		8.190	8	VIII	190	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.44]	1.44	1	I	44									
3084	To Conon The Brigand-chaser							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.45		http://syriaca.org/bibl/668	I.45	en													http://syriaca.org/bibl/668	125	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, VIII.237, and in the Sixth Book of the Select Letters as I.45.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[8.237]		8.237	8	VIII	237	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.45]	1.45	1	I	45									
3085	To the Clergy of Antaradus							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.46		http://syriaca.org/bibl/668	I.46	en													http://syriaca.org/bibl/668	126	513-518		0513	0518						A letter of Severus of Antioch appearing as letter I.46 in The Sixth Book of the Select Letters. There it indicates that this letter comes from two letters in the large no-longer-extant collection, The Letters of Severus, as VIII.264 and 265.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[8.264]	http://syriaca.org/work/10541[8.265]	8.264, 265	8	VIII	264, 265	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.46]	1.46	1	I	46									
3086	To Stephen, Bishop of Tripolis							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.9		http://syriaca.org/bibl/668	I.9	en													http://syriaca.org/bibl/668	44	513-518		0513	0518						A letter of Severus of Antioch appearing as letter I.9 in The Sixth Book of the Select Letters. There it indicates that this letter comes from two letters in the large no-longer-extant collection, The Letters of Severus, as VIII.276 and 277.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[8.276]	http://syriaca.org/work/10541[8.277]	8.276, 277	8	VIII	276, 277	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.9]	1.9	1	I	9									
